Name,links
Le Petit Marché,https://www.yelp.ie/biz/le-petit-march%C3%A9-paris-6?osq=Restaurants
Pavillon Ledoyen,https://www.yelp.ie/biz/pavillon-ledoyen-paris-3?osq=Restaurants
L’Ambroisie,https://www.yelp.ie/biz/l-ambroisie-paris?osq=Restaurants
Sacrée Fleur,https://www.yelp.ie/biz/sacr%C3%A9e-fleur-paris-2?osq=Restaurants
Mich Sandwiches,https://www.yelp.ie/biz/mich-sandwiches-paris?osq=Restaurants
Le Soufflé,https://www.yelp.ie/biz/le-souffl%C3%A9-paris-2?osq=Restaurants
Semilla,https://www.yelp.ie/biz/semilla-paris?osq=Restaurants
Ô Chateau,https://www.yelp.ie/biz/%C3%B4-chateau-paris-6?osq=Restaurants
La Cuisine de Philippe,https://www.yelp.ie/biz/la-cuisine-de-philippe-paris-2?osq=Restaurants
Heureux Comme Alexandre,https://www.yelp.ie/biz/heureux-comme-alexandre-paris-3?osq=Restaurants
Le Cirque,https://www.yelp.ie/biz/le-cirque-paris?osq=Restaurants
L’Apibo,https://www.yelp.ie/biz/l-apibo-paris?osq=Restaurants
Frame,https://www.yelp.ie/biz/frame-paris-2?osq=Restaurants
万食如意 Fresh Noodles,https://www.yelp.ie/biz/%E4%B8%87%E9%A3%9F%E5%A6%82%E6%84%8F-fresh-noodles-paris?osq=Restaurants
Brasserie de la Bourse,https://www.yelp.ie/biz/brasserie-de-la-bourse-paris?osq=Restaurants
L’Avant Comptoir du Marché,https://www.yelp.ie/biz/l-avant-comptoir-du-march%C3%A9-paris?osq=Restaurants
"Shangri-La Hotel, Paris",https://www.yelp.ie/biz/shangri-la-hotel-paris-paris-3?osq=Restaurants
Le Gabriel,https://www.yelp.ie/biz/le-gabriel-paris-2?osq=Restaurants
Pedzouille,https://www.yelp.ie/biz/pedzouille-paris?osq=Restaurants
Mystery Cuisine,https://www.yelp.ie/biz/mystery-cuisine-paris?osq=Restaurants
Janine loves Sunday,https://www.yelp.ie/biz/janine-loves-sunday-paris?osq=Restaurants
Kokoro,https://www.yelp.ie/biz/kokoro-paris?osq=Restaurants
El Nopal,https://www.yelp.ie/biz/el-nopal-paris-3?osq=Restaurants
La Reine de Saba,https://www.yelp.ie/biz/la-reine-de-saba-paris?osq=Restaurants
Poulette,https://www.yelp.ie/biz/poulette-paris?osq=Restaurants
Carpe Diem Café,https://www.yelp.ie/biz/carpe-diem-caf%C3%A9-paris-2?osq=Restaurants
CoCo,https://www.yelp.ie/biz/coco-paris?osq=Restaurants
La Farnesina,https://www.yelp.ie/biz/la-farnesina-paris?osq=Restaurants
Il Conte,https://www.yelp.ie/biz/il-conte-paris-2?osq=Restaurants
Puerta del Sol,https://www.yelp.ie/biz/puerta-del-sol-paris?osq=Restaurants
Le Chalet des Iles,https://www.yelp.ie/biz/le-chalet-des-iles-paris-2?osq=Restaurants
Le Voltaire,https://www.yelp.ie/biz/le-voltaire-paris-2?osq=Restaurants
Le Coq Rico,https://www.yelp.ie/biz/le-coq-rico-paris?osq=Restaurants
Hugo & Co,https://www.yelp.ie/biz/hugo-et-co-paris?osq=Restaurants
Buzkashi,https://www.yelp.ie/biz/buzkashi-paris-3?osq=Restaurants
Le Sirocco,https://www.yelp.ie/biz/le-sirocco-paris?osq=Restaurants
Le Dauphin,https://www.yelp.ie/biz/le-dauphin-paris-5?osq=Restaurants
Canard et Champagne,https://www.yelp.ie/biz/canard-et-champagne-paris?osq=Restaurants
Les Fondus de la Raclette,https://www.yelp.ie/biz/les-fondus-de-la-raclette-paris-9?osq=Restaurants
Juvéniles,https://www.yelp.ie/biz/juv%C3%A9niles-paris-2?osq=Restaurants
Song Huong,https://www.yelp.ie/biz/song-huong-paris?osq=Restaurants
Chez Mademoiselle,https://www.yelp.ie/biz/chez-mademoiselle-paris-3?osq=Restaurants
La Cave du Septime,https://www.yelp.ie/biz/la-cave-du-septime-paris?osq=Restaurants
Miznon,https://www.yelp.ie/biz/miznon-paris?osq=Restaurants
L’Auberge Café,https://www.yelp.ie/biz/l-auberge-caf%C3%A9-paris-2?osq=Restaurants
Le Comptoir,https://www.yelp.ie/biz/le-comptoir-paris-12?osq=Restaurants
Les Bains - La Salle à Manger,https://www.yelp.ie/biz/les-bains-la-salle-%C3%A0-manger-paris?osq=Restaurants
Essaouira,https://www.yelp.ie/biz/essaouira-paris?osq=Restaurants
La Cave Gourmande,https://www.yelp.ie/biz/la-cave-gourmande-paris-2?osq=Restaurants
L’Astrance,https://www.yelp.ie/biz/l-astrance-paris?osq=Restaurants
Maison Sauvage,https://www.yelp.ie/biz/maison-sauvage-paris-2?osq=Restaurants
Clown Bar,https://www.yelp.ie/biz/clown-bar-paris-4?osq=Restaurants
Louis,https://www.yelp.ie/biz/louis-paris-2?osq=Restaurants
Breizh Café Le Marais,https://www.yelp.ie/biz/breizh-caf%C3%A9-le-marais-paris?osq=Restaurants
Le Bon Georges,https://www.yelp.ie/biz/le-bon-georges-paris?osq=Restaurants
Cézembre,https://www.yelp.ie/biz/c%C3%A9zembre-paris?osq=Restaurants
La Corte,https://www.yelp.ie/biz/la-corte-paris?osq=Restaurants
Machon d’Henri Le,https://www.yelp.ie/biz/machon-d-henri-le-paris-2?osq=Restaurants
Le Rigmarole,https://www.yelp.ie/biz/le-rigmarole-paris?osq=Restaurants
Les Philosophes,https://www.yelp.ie/biz/les-philosophes-paris?osq=Restaurants
Chez Monsieur,https://www.yelp.ie/biz/chez-monsieur-paris?osq=Restaurants
Bistrot Vivienne,https://www.yelp.ie/biz/bistrot-vivienne-paris?osq=Restaurants
Au Pied de Cochon,https://www.yelp.ie/biz/au-pied-de-cochon-paris-2?osq=Restaurants
Café La Colonnade,https://www.yelp.ie/biz/caf%C3%A9-la-colonnade-paris-2?osq=Restaurants
Jixiao’s Buns,https://www.yelp.ie/biz/jixiaos-buns-paris-2?osq=Restaurants
Le Cambodge,https://www.yelp.ie/biz/le-cambodge-paris-3?osq=Restaurants
Le Bistrot de Paris,https://www.yelp.ie/biz/le-bistrot-de-paris-paris-3?osq=Restaurants
IMA,https://www.yelp.ie/biz/ima-paris?osq=Restaurants
Le Café,https://www.yelp.ie/biz/le-caf%C3%A9-paris-5?osq=Restaurants
Le Petit Châtelet,https://www.yelp.ie/biz/le-petit-ch%C3%A2telet-paris-5?osq=Restaurants
L’Alsacien,https://www.yelp.ie/biz/l-alsacien-paris?osq=Restaurants
Khajuraho,https://www.yelp.ie/biz/khajuraho-paris?osq=Restaurants
Le Fumoir,https://www.yelp.ie/biz/le-fumoir-paris?osq=Restaurants
The Hood Paris,https://www.yelp.ie/biz/the-hood-paris-paris-5?osq=Restaurants
Taillevent,https://www.yelp.ie/biz/taillevent-paris?osq=Restaurants
Papillon,https://www.yelp.ie/biz/papillon-paris-2?osq=Restaurants
Soon Grill,https://www.yelp.ie/biz/soon-grill-paris?osq=Restaurants
Little Breizh,https://www.yelp.ie/biz/little-breizh-paris?osq=Restaurants
Anticafé,https://www.yelp.ie/biz/anticaf%C3%A9-paris-21?osq=Restaurants
Pierre Sang,https://www.yelp.ie/biz/pierre-sang-paris-5?osq=Restaurants
Restaurant Véro-Dodat,https://www.yelp.ie/biz/restaurant-v%C3%A9ro-dodat-paris-2?osq=Restaurants
Lasserre,https://www.yelp.ie/biz/lasserre-paris?osq=Restaurants
L’Estrapade,https://www.yelp.ie/biz/l-estrapade-paris?osq=Restaurants
La Tour de Montlhéry ou chez Denise,https://www.yelp.ie/biz/la-tour-de-montlh%C3%A9ry-ou-chez-denise-paris-2?osq=Restaurants
Café de la Régence,https://www.yelp.ie/biz/caf%C3%A9-de-la-r%C3%A9gence-paris-3?osq=Restaurants
Restaurant du Palais Royal,https://www.yelp.ie/biz/restaurant-du-palais-royal-paris-5?osq=Restaurants
L’Auberge Bressane,https://www.yelp.ie/biz/l-auberge-bressane-paris?osq=Restaurants
Trois Fois Plus de Piment,https://www.yelp.ie/biz/trois-fois-plus-de-piment-paris?osq=Restaurants
L’Atelier de Joël Robuchon,https://www.yelp.ie/biz/l-atelier-de-jo%C3%ABl-robuchon-paris-2?osq=Restaurants
La Cuisine de Chez Moi,https://www.yelp.ie/biz/la-cuisine-de-chez-moi-paris?osq=Restaurants
La Place Royale,https://www.yelp.ie/biz/la-place-royale-paris?osq=Restaurants
Il Ristretto,https://www.yelp.ie/biz/il-ristretto-paris?osq=Restaurants
Le Louis,https://www.yelp.ie/biz/le-louis-paris?osq=Restaurants
Les Cocottes,https://www.yelp.ie/biz/les-cocottes-paris-4?osq=Restaurants
Bouillon Pigalle,https://www.yelp.ie/biz/bouillon-pigalle-paris-2?osq=Restaurants
L’Oratoire,https://www.yelp.ie/biz/l-oratoire-paris?osq=Restaurants
La Petite Chaise,https://www.yelp.ie/biz/la-petite-chaise-paris-2?osq=Restaurants
Balagan,https://www.yelp.ie/biz/balagan-paris?osq=Restaurants
Arnaud Nicolas,https://www.yelp.ie/biz/arnaud-nicolas-paris?osq=Restaurants
Substance,https://www.yelp.ie/biz/substance-paris-3?osq=Restaurants
Le Bistrot des Halles,https://www.yelp.ie/biz/le-bistrot-des-halles-paris-2?osq=Restaurants
Le Bistro Lyonnais,https://www.yelp.ie/biz/le-bistro-lyonnais-paris?osq=Restaurants
Shakespeare and Company,https://www.yelp.ie/biz/shakespeare-and-company-paris?osq=Restaurants
